"Date","Source","Site ID","POC","Daily Mean PM10 Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"05/15/2020","AQS","250250042","4","13","ug/m3 SC","12","DUDLEY SQUARE ROXBURY","1","100.0000","81102","PM10 Total 0-10um STP","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"05/18/2020","AQS","250250042","4","12","ug/m3 SC","11","DUDLEY SQUARE ROXBURY","1","100.0000","81102","PM10 Total 0-10um STP","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"05/21/2020","AQS","250250042","4","19","ug/m3 SC","18","DUDLEY SQUARE ROXBURY","1","100.0000","81102","PM10 Total 0-10um STP","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"05/24/2020","AQS","250250042","4","19","ug/m3 SC","18","DUDLEY SQUARE ROXBURY","1","100.0000","81102","PM10 Total 0-10um STP","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"05/27/2020","AQS","250250042","4","16","ug/m3 SC","15","DUDLEY SQUARE ROXBURY","1","100.0000","81102","PM10 Total 0-10um STP","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"05/30/2020","AQS","250250042","4","14","ug/m3 SC","13","DUDLEY SQUARE ROXBURY","1","100.0000","81102","PM10 Total 0-10um STP","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"06/05/2020","AQS","250250042","4","18","ug/m3 SC","17","DUDLEY SQUARE ROXBURY","1","100.0000","81102","PM10 Total 0-10um STP","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"06/08/2020","AQS","250250042","4","11","ug/m3 SC","10","DUDLEY SQUARE ROXBURY","1","100.0000","81102","PM10 Total 0-10um STP","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"06/11/2020","AQS","250250042","4","19","ug/m3 SC","18","DUDLEY SQUARE ROXBURY","1","100.0000","81102","PM10 Total 0-10um STP","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"06/14/2020","AQS","250250042","4","10","ug/m3 SC","9","DUDLEY SQUARE ROXBURY","1","100.0000","81102","PM10 Total 0-10um STP","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"06/17/2020","AQS","250250042","4","19","ug/m3 SC","18","DUDLEY SQUARE ROXBURY","1","100.0000","81102","PM10 Total 0-10um STP","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"06/20/2020","AQS","250250042","4","15","ug/m3 SC","14","DUDLEY SQUARE ROXBURY","1","100.0000","81102","PM10 Total 0-10um STP","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"06/23/2020","AQS","250250042","4","16","ug/m3 SC","15","DUDLEY SQUARE ROXBURY","1","100.0000","81102","PM10 Total 0-10um STP","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"06/26/2020","AQS","250250042","4","19","ug/m3 SC","18","DUDLEY SQUARE ROXBURY","1","100.0000","81102","PM10 Total 0-10um STP","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"06/29/2020","AQS","250250042","4","11","ug/m3 SC","10","DUDLEY SQUARE ROXBURY","1","100.0000","81102","PM10 Total 0-10um STP","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"07/02/2020","AQS","250250042","4","14","ug/m3 SC","13","DUDLEY SQUARE ROXBURY","1","100.0000","81102","PM10 Total 0-10um STP","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"07/05/2020","AQS","250250042","4","21","ug/m3 SC","19","DUDLEY SQUARE ROXBURY","1","100.0000","81102","PM10 Total 0-10um STP","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"07/08/2020","AQS","250250042","4","18","ug/m3 SC","17","DUDLEY SQUARE ROXBURY","1","100.0000","81102","PM10 Total 0-10um STP","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"07/11/2020","AQS","250250042","4","15","ug/m3 SC","14","DUDLEY SQUARE ROXBURY","1","100.0000","81102","PM10 Total 0-10um STP","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"07/17/2020","AQS","250250042","4","11","ug/m3 SC","10","DUDLEY SQUARE ROXBURY","1","100.0000","81102","PM10 Total 0-10um STP","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"07/23/2020","AQS","250250042","4","17","ug/m3 SC","16","DUDLEY SQUARE ROXBURY","1","100.0000","81102","PM10 Total 0-10um STP","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"07/26/2020","AQS","250250042","4","15","ug/m3 SC","14","DUDLEY SQUARE ROXBURY","1","100.0000","81102","PM10 Total 0-10um STP","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"07/29/2020","AQS","250250042","4","17","ug/m3 SC","16","DUDLEY SQUARE ROXBURY","1","100.0000","81102","PM10 Total 0-10um STP","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"08/01/2020","AQS","250250042","4","15","ug/m3 SC","14","DUDLEY SQUARE ROXBURY","1","100.0000","81102","PM10 Total 0-10um STP","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"08/04/2020","AQS","250250042","4","25","ug/m3 SC","23","DUDLEY SQUARE ROXBURY","1","100.0000","81102","PM10 Total 0-10um STP","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"08/07/2020","AQS","250250042","4","16","ug/m3 SC","15","DUDLEY SQUARE ROXBURY","1","100.0000","81102","PM10 Total 0-10um STP","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"08/10/2020","AQS","250250042","4","17","ug/m3 SC","16","DUDLEY SQUARE ROXBURY","1","100.0000","81102","PM10 Total 0-10um STP","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"08/13/2020","AQS","250250042","4","22","ug/m3 SC","20","DUDLEY SQUARE ROXBURY","1","100.0000","81102","PM10 Total 0-10um STP","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"08/16/2020","AQS","250250042","4","16","ug/m3 SC","15","DUDLEY SQUARE ROXBURY","1","100.0000","81102","PM10 Total 0-10um STP","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"08/19/2020","AQS","250250042","4","13","ug/m3 SC","12","DUDLEY SQUARE ROXBURY","1","100.0000","81102","PM10 Total 0-10um STP","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"08/22/2020","AQS","250250042","4","17","ug/m3 SC","16","DUDLEY SQUARE ROXBURY","1","100.0000","81102","PM10 Total 0-10um STP","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"08/25/2020","AQS","250250042","4","20","ug/m3 SC","19","DUDLEY SQUARE ROXBURY","1","100.0000","81102","PM10 Total 0-10um STP","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"08/28/2020","AQS","250250042","4","15","ug/m3 SC","14","DUDLEY SQUARE ROXBURY","1","100.0000","81102","PM10 Total 0-10um STP","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"08/31/2020","AQS","250250042","4","14","ug/m3 SC","13","DUDLEY SQUARE ROXBURY","1","100.0000","81102","PM10 Total 0-10um STP","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"01/01/2020","AQS","250250042","5","6","ug/m3 SC","6","DUDLEY SQUARE ROXBURY","1","100.0000","81102","PM10 Total 0-10um STP","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"01/04/2020","AQS","250250042","5","10","ug/m3 SC","9","DUDLEY SQUARE ROXBURY","1","100.0000","81102","PM10 Total 0-10um STP","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"01/07/2020","AQS","250250042","5","12","ug/m3 SC","11","DUDLEY SQUARE ROXBURY","1","100.0000","81102","PM10 Total 0-10um STP","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"01/10/2020","AQS","250250042","5","14","ug/m3 SC","13","DUDLEY SQUARE ROXBURY","1","100.0000","81102","PM10 Total 0-10um STP","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"01/13/2020","AQS","250250042","5","14","ug/m3 SC","13","DUDLEY SQUARE ROXBURY","1","100.0000","81102","PM10 Total 0-10um STP","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"01/22/2020","AQS","250250042","5","27","ug/m3 SC","25","DUDLEY SQUARE ROXBURY","1","100.0000","81102","PM10 Total 0-10um STP","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"01/25/2020","AQS","250250042","5","12","ug/m3 SC","11","DUDLEY SQUARE ROXBURY","1","100.0000","81102","PM10 Total 0-10um STP","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"01/28/2020","AQS","250250042","5","5","ug/m3 SC","5","DUDLEY SQUARE ROXBURY","1","100.0000","81102","PM10 Total 0-10um STP","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"02/03/2020","AQS","250250042","5","14","ug/m3 SC","13","DUDLEY SQUARE ROXBURY","1","100.0000","81102","PM10 Total 0-10um STP","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"02/09/2020","AQS","250250042","5","6","ug/m3 SC","6","DUDLEY SQUARE ROXBURY","1","100.0000","81102","PM10 Total 0-10um STP","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"02/21/2020","AQS","250250042","5","7","ug/m3 SC","6","DUDLEY SQUARE ROXBURY","1","100.0000","81102","PM10 Total 0-10um STP","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"02/27/2020","AQS","250250042","5","3","ug/m3 SC","3","DUDLEY SQUARE ROXBURY","1","100.0000","81102","PM10 Total 0-10um STP","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"03/04/2020","AQS","250250042","5","7","ug/m3 SC","6","DUDLEY SQUARE ROXBURY","1","100.0000","81102","PM10 Total 0-10um STP","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"03/10/2020","AQS","250250042","5","21","ug/m3 SC","19","DUDLEY SQUARE ROXBURY","1","100.0000","81102","PM10 Total 0-10um STP","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"03/16/2020","AQS","250250042","5","9","ug/m3 SC","8","DUDLEY SQUARE ROXBURY","1","100.0000","81102","PM10 Total 0-10um STP","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"03/22/2020","AQS","250250042","5","7","ug/m3 SC","6","DUDLEY SQUARE ROXBURY","1","100.0000","81102","PM10 Total 0-10um STP","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"03/28/2020","AQS","250250042","5","7","ug/m3 SC","6","DUDLEY SQUARE ROXBURY","1","100.0000","81102","PM10 Total 0-10um STP","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"05/03/2020","AQS","250250042","5","11","ug/m3 SC","10","DUDLEY SQUARE ROXBURY","1","100.0000","81102","PM10 Total 0-10um STP","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
