"Date","Source","Site ID","POC","Daily Max 1-hour NO2 Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"01/01/2020","AQS","250092006","2","6","ppb","6","LYNN WATER TREATMENT PLANT","22","92.0000","42602","Nitrogen dioxide (NO2)","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"01/02/2020","AQS","250092006","2","31.2","ppb","29","LYNN WATER TREATMENT PLANT","24","100.0000","42602","Nitrogen dioxide (NO2)","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"01/03/2020","AQS","250092006","2","29.3","ppb","27","LYNN WATER TREATMENT PLANT","24","100.0000","42602","Nitrogen dioxide (NO2)","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"01/04/2020","AQS","250092006","2","23.9","ppb","22","LYNN WATER TREATMENT PLANT","22","92.0000","42602","Nitrogen dioxide (NO2)","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"01/05/2020","AQS","250092006","2","3.2","ppb","3","LYNN WATER TREATMENT PLANT","24","100.0000","42602","Nitrogen dioxide (NO2)","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"01/06/2020","AQS","250092006","2","21.2","ppb","20","LYNN WATER TREATMENT PLANT","24","100.0000","42602","Nitrogen dioxide (NO2)","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"01/07/2020","AQS","250092006","2","26.9","ppb","25","LYNN WATER TREATMENT PLANT","22","92.0000","42602","Nitrogen dioxide (NO2)","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"01/08/2020","AQS","250092006","2","18.1","ppb","17","LYNN WATER TREATMENT PLANT","24","100.0000","42602","Nitrogen dioxide (NO2)","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"01/09/2020","AQS","250092006","2","31.2","ppb","29","LYNN WATER TREATMENT PLANT","24","100.0000","42602","Nitrogen dioxide (NO2)","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"01/10/2020","AQS","250092006","2","27.5","ppb","25","LYNN WATER TREATMENT PLANT","22","92.0000","42602","Nitrogen dioxide (NO2)","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"01/11/2020","AQS","250092006","2","11.9","ppb","10","LYNN WATER TREATMENT PLANT","24","100.0000","42602","Nitrogen dioxide (NO2)","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"01/12/2020","AQS","250092006","2","2.4","ppb","2","LYNN WATER TREATMENT PLANT","24","100.0000","42602","Nitrogen dioxide (NO2)","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"01/13/2020","AQS","250092006","2","13.6","ppb","12","LYNN WATER TREATMENT PLANT","22","92.0000","42602","Nitrogen dioxide (NO2)","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"01/14/2020","AQS","250092006","2","20.1","ppb","19","LYNN WATER TREATMENT PLANT","24","100.0000","42602","Nitrogen dioxide (NO2)","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"01/15/2020","AQS","250092006","2","28.6","ppb","26","LYNN WATER TREATMENT PLANT","24","100.0000","42602","Nitrogen dioxide (NO2)","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"01/16/2020","AQS","250092006","2","21.9","ppb","20","LYNN WATER TREATMENT PLANT","22","92.0000","42602","Nitrogen dioxide (NO2)","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"01/17/2020","AQS","250092006","2","2.6","ppb","2","LYNN WATER TREATMENT PLANT","24","100.0000","42602","Nitrogen dioxide (NO2)","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"01/18/2020","AQS","250092006","2","22.1","ppb","21","LYNN WATER TREATMENT PLANT","24","100.0000","42602","Nitrogen dioxide (NO2)","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"01/19/2020","AQS","250092006","2","25.8","ppb","24","LYNN WATER TREATMENT PLANT","22","92.0000","42602","Nitrogen dioxide (NO2)","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"01/20/2020","AQS","250092006","2","6.3","ppb","6","LYNN WATER TREATMENT PLANT","24","100.0000","42602","Nitrogen dioxide (NO2)","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"01/21/2020","AQS","250092006","2","23.4","ppb","22","LYNN WATER TREATMENT PLANT","24","100.0000","42602","Nitrogen dioxide (NO2)","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"01/29/2020","AQS","250092006","2","3.1","ppb","3","LYNN WATER TREATMENT PLANT","24","100.0000","42602","Nitrogen dioxide (NO2)","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"01/30/2020","AQS","250092006","2","32.5","ppb","30","LYNN WATER TREATMENT PLANT","23","96.0000","42602","Nitrogen dioxide (NO2)","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"01/31/2020","AQS","250092006","2","37.7","ppb","35","LYNN WATER TREATMENT PLANT","22","92.0000","42602","Nitrogen dioxide (NO2)","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"02/01/2020","AQS","250092006","2","32.9","ppb","30","LYNN WATER TREATMENT PLANT","24","100.0000","42602","Nitrogen dioxide (NO2)","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"02/02/2020","AQS","250092006","2","13","ppb","12","LYNN WATER TREATMENT PLANT","24","100.0000","42602","Nitrogen dioxide (NO2)","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"02/03/2020","AQS","250092006","2","16.8","ppb","15","LYNN WATER TREATMENT PLANT","21","88.0000","42602","Nitrogen dioxide (NO2)","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"02/04/2020","AQS","250092006","2","33.9","ppb","31","LYNN WATER TREATMENT PLANT","20","83.0000","42602","Nitrogen dioxide (NO2)","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"02/05/2020","AQS","250092006","2","31.6","ppb","29","LYNN WATER TREATMENT PLANT","24","100.0000","42602","Nitrogen dioxide (NO2)","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"02/06/2020","AQS","250092006","2","16.4","ppb","15","LYNN WATER TREATMENT PLANT","24","100.0000","42602","Nitrogen dioxide (NO2)","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"02/07/2020","AQS","250092006","2","10.4","ppb","9","LYNN WATER TREATMENT PLANT","22","92.0000","42602","Nitrogen dioxide (NO2)","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"02/08/2020","AQS","250092006","2","3.3","ppb","3","LYNN WATER TREATMENT PLANT","24","100.0000","42602","Nitrogen dioxide (NO2)","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"02/09/2020","AQS","250092006","2","11.7","ppb","10","LYNN WATER TREATMENT PLANT","24","100.0000","42602","Nitrogen dioxide (NO2)","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"02/10/2020","AQS","250092006","2","16.3","ppb","15","LYNN WATER TREATMENT PLANT","21","88.0000","42602","Nitrogen dioxide (NO2)","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"02/11/2020","AQS","250092006","2","22","ppb","21","LYNN WATER TREATMENT PLANT","24","100.0000","42602","Nitrogen dioxide (NO2)","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"02/12/2020","AQS","250092006","2","19.7","ppb","18","LYNN WATER TREATMENT PLANT","24","100.0000","42602","Nitrogen dioxide (NO2)","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"02/22/2020","AQS","250092006","2","13.1","ppb","12","LYNN WATER TREATMENT PLANT","18","75.0000","42602","Nitrogen dioxide (NO2)","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"02/23/2020","AQS","250092006","2","31.8","ppb","29","LYNN WATER TREATMENT PLANT","24","100.0000","42602","Nitrogen dioxide (NO2)","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"02/24/2020","AQS","250092006","2","28.1","ppb","26","LYNN WATER TREATMENT PLANT","24","100.0000","42602","Nitrogen dioxide (NO2)","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"03/02/2020","AQS","250092006","2","23.4","ppb","22","LYNN WATER TREATMENT PLANT","22","92.0000","42602","Nitrogen dioxide (NO2)","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"03/03/2020","AQS","250092006","2","13","ppb","12","LYNN WATER TREATMENT PLANT","24","100.0000","42602","Nitrogen dioxide (NO2)","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"03/04/2020","AQS","250092006","2","3.4","ppb","3","LYNN WATER TREATMENT PLANT","24","100.0000","42602","Nitrogen dioxide (NO2)","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"03/08/2020","AQS","250092006","2","40.7","ppb","38","LYNN WATER TREATMENT PLANT","22","92.0000","42602","Nitrogen dioxide (NO2)","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"03/09/2020","AQS","250092006","2","14.7","ppb","13","LYNN WATER TREATMENT PLANT","24","100.0000","42602","Nitrogen dioxide (NO2)","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"03/10/2020","AQS","250092006","2","10.1","ppb","9","LYNN WATER TREATMENT PLANT","24","100.0000","42602","Nitrogen dioxide (NO2)","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"03/11/2020","AQS","250092006","2","6.9","ppb","6","LYNN WATER TREATMENT PLANT","22","92.0000","42602","Nitrogen dioxide (NO2)","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"03/12/2020","AQS","250092006","2","11.9","ppb","10","LYNN WATER TREATMENT PLANT","24","100.0000","42602","Nitrogen dioxide (NO2)","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"03/13/2020","AQS","250092006","2","9.5","ppb","8","LYNN WATER TREATMENT PLANT","24","100.0000","42602","Nitrogen dioxide (NO2)","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"03/17/2020","AQS","250092006","2","17.9","ppb","16","LYNN WATER TREATMENT PLANT","22","92.0000","42602","Nitrogen dioxide (NO2)","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"03/18/2020","AQS","250092006","2","10.8","ppb","9","LYNN WATER TREATMENT PLANT","24","100.0000","42602","Nitrogen dioxide (NO2)","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"03/19/2020","AQS","250092006","2","5.6","ppb","5","LYNN WATER TREATMENT PLANT","24","100.0000","42602","Nitrogen dioxide (NO2)","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"03/23/2020","AQS","250092006","2","13.6","ppb","12","LYNN WATER TREATMENT PLANT","22","92.0000","42602","Nitrogen dioxide (NO2)","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"03/24/2020","AQS","250092006","2","4.7","ppb","4","LYNN WATER TREATMENT PLANT","24","100.0000","42602","Nitrogen dioxide (NO2)","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"03/25/2020","AQS","250092006","2","8.9","ppb","8","LYNN WATER TREATMENT PLANT","24","100.0000","42602","Nitrogen dioxide (NO2)","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"03/26/2020","AQS","250092006","2","9.9","ppb","8","LYNN WATER TREATMENT PLANT","22","92.0000","42602","Nitrogen dioxide (NO2)","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"03/27/2020","AQS","250092006","2","10.4","ppb","9","LYNN WATER TREATMENT PLANT","23","96.0000","42602","Nitrogen dioxide (NO2)","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"03/28/2020","AQS","250092006","2","8.4","ppb","8","LYNN WATER TREATMENT PLANT","24","100.0000","42602","Nitrogen dioxide (NO2)","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"03/29/2020","AQS","250092006","2","4.3","ppb","4","LYNN WATER TREATMENT PLANT","22","92.0000","42602","Nitrogen dioxide (NO2)","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"03/30/2020","AQS","250092006","2","2.5","ppb","2","LYNN WATER TREATMENT PLANT","23","96.0000","42602","Nitrogen dioxide (NO2)","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"03/31/2020","AQS","250092006","2","6.3","ppb","6","LYNN WATER TREATMENT PLANT","24","100.0000","42602","Nitrogen dioxide (NO2)","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"04/01/2020","AQS","250092006","3","7.7","ppb","7","LYNN WATER TREATMENT PLANT","22","92.0000","42602","Nitrogen dioxide (NO2)","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"04/02/2020","AQS","250092006","3","2.2","ppb","2","LYNN WATER TREATMENT PLANT","24","100.0000","42602","Nitrogen dioxide (NO2)","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"04/03/2020","AQS","250092006","3","2","ppb","2","LYNN WATER TREATMENT PLANT","24","100.0000","42602","Nitrogen dioxide (NO2)","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"04/04/2020","AQS","250092006","3","4.4","ppb","4","LYNN WATER TREATMENT PLANT","22","92.0000","42602","Nitrogen dioxide (NO2)","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"04/05/2020","AQS","250092006","3","16","ppb","15","LYNN WATER TREATMENT PLANT","24","100.0000","42602","Nitrogen dioxide (NO2)","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"04/06/2020","AQS","250092006","3","9.3","ppb","8","LYNN WATER TREATMENT PLANT","24","100.0000","42602","Nitrogen dioxide (NO2)","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"04/07/2020","AQS","250092006","3","13","ppb","12","LYNN WATER TREATMENT PLANT","22","92.0000","42602","Nitrogen dioxide (NO2)","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"04/08/2020","AQS","250092006","3","17.1","ppb","16","LYNN WATER TREATMENT PLANT","24","100.0000","42602","Nitrogen dioxide (NO2)","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"04/09/2020","AQS","250092006","3","14","ppb","13","LYNN WATER TREATMENT PLANT","24","100.0000","42602","Nitrogen dioxide (NO2)","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"04/10/2020","AQS","250092006","3","2.4","ppb","2","LYNN WATER TREATMENT PLANT","22","92.0000","42602","Nitrogen dioxide (NO2)","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"04/11/2020","AQS","250092006","3","3.9","ppb","3","LYNN WATER TREATMENT PLANT","24","100.0000","42602","Nitrogen dioxide (NO2)","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"04/12/2020","AQS","250092006","3","13","ppb","12","LYNN WATER TREATMENT PLANT","24","100.0000","42602","Nitrogen dioxide (NO2)","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"04/13/2020","AQS","250092006","3","6.4","ppb","6","LYNN WATER TREATMENT PLANT","22","92.0000","42602","Nitrogen dioxide (NO2)","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"04/14/2020","AQS","250092006","3","2.2","ppb","2","LYNN WATER TREATMENT PLANT","24","100.0000","42602","Nitrogen dioxide (NO2)","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"04/15/2020","AQS","250092006","3","8.1","ppb","8","LYNN WATER TREATMENT PLANT","24","100.0000","42602","Nitrogen dioxide (NO2)","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"04/19/2020","AQS","250092006","3","6.2","ppb","6","LYNN WATER TREATMENT PLANT","22","92.0000","42602","Nitrogen dioxide (NO2)","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"04/20/2020","AQS","250092006","3","12.6","ppb","11","LYNN WATER TREATMENT PLANT","24","100.0000","42602","Nitrogen dioxide (NO2)","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"04/29/2020","AQS","250092006","3","7.7","ppb","7","LYNN WATER TREATMENT PLANT","24","100.0000","42602","Nitrogen dioxide (NO2)","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"04/30/2020","AQS","250092006","3","4.4","ppb","4","LYNN WATER TREATMENT PLANT","24","100.0000","42602","Nitrogen dioxide (NO2)","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"05/01/2020","AQS","250092006","3","14","ppb","13","LYNN WATER TREATMENT PLANT","22","92.0000","42602","Nitrogen dioxide (NO2)","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"05/02/2020","AQS","250092006","3","11.9","ppb","10","LYNN WATER TREATMENT PLANT","24","100.0000","42602","Nitrogen dioxide (NO2)","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"05/03/2020","AQS","250092006","3","13","ppb","12","LYNN WATER TREATMENT PLANT","24","100.0000","42602","Nitrogen dioxide (NO2)","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"05/04/2020","AQS","250092006","3","5.2","ppb","5","LYNN WATER TREATMENT PLANT","22","92.0000","42602","Nitrogen dioxide (NO2)","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"05/05/2020","AQS","250092006","3","2.1","ppb","2","LYNN WATER TREATMENT PLANT","24","100.0000","42602","Nitrogen dioxide (NO2)","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"05/06/2020","AQS","250092006","3","6.3","ppb","6","LYNN WATER TREATMENT PLANT","22","92.0000","42602","Nitrogen dioxide (NO2)","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"05/08/2020","AQS","250092006","3","5.2","ppb","5","LYNN WATER TREATMENT PLANT","24","100.0000","42602","Nitrogen dioxide (NO2)","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"05/09/2020","AQS","250092006","3","2.7","ppb","2","LYNN WATER TREATMENT PLANT","24","100.0000","42602","Nitrogen dioxide (NO2)","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"05/10/2020","AQS","250092006","3","6.8","ppb","6","LYNN WATER TREATMENT PLANT","22","92.0000","42602","Nitrogen dioxide (NO2)","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"05/11/2020","AQS","250092006","3","17.7","ppb","16","LYNN WATER TREATMENT PLANT","24","100.0000","42602","Nitrogen dioxide (NO2)","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"05/12/2020","AQS","250092006","3","2.5","ppb","2","LYNN WATER TREATMENT PLANT","18","75.0000","42602","Nitrogen dioxide (NO2)","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"05/16/2020","AQS","250092006","3","3.7","ppb","3","LYNN WATER TREATMENT PLANT","22","92.0000","42602","Nitrogen dioxide (NO2)","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"05/17/2020","AQS","250092006","3","6","ppb","6","LYNN WATER TREATMENT PLANT","24","100.0000","42602","Nitrogen dioxide (NO2)","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"05/18/2020","AQS","250092006","3","6.3","ppb","6","LYNN WATER TREATMENT PLANT","24","100.0000","42602","Nitrogen dioxide (NO2)","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"05/20/2020","AQS","250092006","3","13","ppb","12","LYNN WATER TREATMENT PLANT","24","100.0000","42602","Nitrogen dioxide (NO2)","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"05/21/2020","AQS","250092006","3","7.4","ppb","7","LYNN WATER TREATMENT PLANT","24","100.0000","42602","Nitrogen dioxide (NO2)","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"05/27/2020","AQS","250092006","3","6.3","ppb","6","LYNN WATER TREATMENT PLANT","23","96.0000","42602","Nitrogen dioxide (NO2)","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"05/28/2020","AQS","250092006","3","5.8","ppb","5","LYNN WATER TREATMENT PLANT","22","92.0000","42602","Nitrogen dioxide (NO2)","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"05/29/2020","AQS","250092006","3","4.5","ppb","4","LYNN WATER TREATMENT PLANT","22","92.0000","42602","Nitrogen dioxide (NO2)","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"05/30/2020","AQS","250092006","3","3.6","ppb","3","LYNN WATER TREATMENT PLANT","24","100.0000","42602","Nitrogen dioxide (NO2)","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"05/31/2020","AQS","250092006","3","1.4","ppb","1","LYNN WATER TREATMENT PLANT","22","92.0000","42602","Nitrogen dioxide (NO2)","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"06/01/2020","AQS","250092006","3","3.6","ppb","3","LYNN WATER TREATMENT PLANT","24","100.0000","42602","Nitrogen dioxide (NO2)","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"06/02/2020","AQS","250092006","3","9.4","ppb","8","LYNN WATER TREATMENT PLANT","24","100.0000","42602","Nitrogen dioxide (NO2)","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"06/03/2020","AQS","250092006","3","10.4","ppb","9","LYNN WATER TREATMENT PLANT","22","92.0000","42602","Nitrogen dioxide (NO2)","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"06/04/2020","AQS","250092006","3","8.2","ppb","8","LYNN WATER TREATMENT PLANT","24","100.0000","42602","Nitrogen dioxide (NO2)","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"06/05/2020","AQS","250092006","3","12.2","ppb","11","LYNN WATER TREATMENT PLANT","24","100.0000","42602","Nitrogen dioxide (NO2)","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"06/06/2020","AQS","250092006","3","6.5","ppb","6","LYNN WATER TREATMENT PLANT","22","92.0000","42602","Nitrogen dioxide (NO2)","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"06/07/2020","AQS","250092006","3","6.6","ppb","6","LYNN WATER TREATMENT PLANT","24","100.0000","42602","Nitrogen dioxide (NO2)","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"06/08/2020","AQS","250092006","3","3.8","ppb","3","LYNN WATER TREATMENT PLANT","21","88.0000","42602","Nitrogen dioxide (NO2)","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
