"Date","Source","Site ID","POC","Daily Max 8-hour Ozone Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"04/14/2020","AQS","250170009","1","0.048","ppm","44","USEPA REGION 1 LAB","17","100.0000","44201","Ozone","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","017","Middlesex","42.62668","-71.362068"
"04/15/2020","AQS","250170009","1","0.047","ppm","44","USEPA REGION 1 LAB","17","100.0000","44201","Ozone","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","017","Middlesex","42.62668","-71.362068"
"04/16/2020","AQS","250170009","1","0.043","ppm","40","USEPA REGION 1 LAB","17","100.0000","44201","Ozone","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","017","Middlesex","42.62668","-71.362068"
"04/17/2020","AQS","250170009","1","0.047","ppm","44","USEPA REGION 1 LAB","17","100.0000","44201","Ozone","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","017","Middlesex","42.62668","-71.362068"
"04/18/2020","AQS","250170009","1","0.041","ppm","38","USEPA REGION 1 LAB","17","100.0000","44201","Ozone","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","017","Middlesex","42.62668","-71.362068"
"04/19/2020","AQS","250170009","1","0.056","ppm","54","USEPA REGION 1 LAB","17","100.0000","44201","Ozone","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","017","Middlesex","42.62668","-71.362068"
"04/20/2020","AQS","250170009","1","0.042","ppm","39","USEPA REGION 1 LAB","17","100.0000","44201","Ozone","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","017","Middlesex","42.62668","-71.362068"
"04/21/2020","AQS","250170009","1","0.046","ppm","43","USEPA REGION 1 LAB","17","100.0000","44201","Ozone","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","017","Middlesex","42.62668","-71.362068"
"04/22/2020","AQS","250170009","1","0.045","ppm","42","USEPA REGION 1 LAB","17","100.0000","44201","Ozone","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","017","Middlesex","42.62668","-71.362068"
"04/23/2020","AQS","250170009","1","0.05","ppm","46","USEPA REGION 1 LAB","17","100.0000","44201","Ozone","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","017","Middlesex","42.62668","-71.362068"
"04/24/2020","AQS","250170009","1","0.041","ppm","38","USEPA REGION 1 LAB","17","100.0000","44201","Ozone","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","017","Middlesex","42.62668","-71.362068"
"04/25/2020","AQS","250170009","1","0.051","ppm","47","USEPA REGION 1 LAB","17","100.0000","44201","Ozone","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","017","Middlesex","42.62668","-71.362068"
"04/26/2020","AQS","250170009","1","0.044","ppm","41","USEPA REGION 1 LAB","17","100.0000","44201","Ozone","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","017","Middlesex","42.62668","-71.362068"
"04/27/2020","AQS","250170009","1","0.04","ppm","37","USEPA REGION 1 LAB","17","100.0000","44201","Ozone","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","017","Middlesex","42.62668","-71.362068"
"04/28/2020","AQS","250170009","1","0.041","ppm","38","USEPA REGION 1 LAB","17","100.0000","44201","Ozone","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","017","Middlesex","42.62668","-71.362068"
"04/29/2020","AQS","250170009","1","0.039","ppm","36","USEPA REGION 1 LAB","17","100.0000","44201","Ozone","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","017","Middlesex","42.62668","-71.362068"
"04/30/2020","AQS","250170009","1","0.036","ppm","33","USEPA REGION 1 LAB","17","100.0000","44201","Ozone","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","017","Middlesex","42.62668","-71.362068"
"05/01/2020","AQS","250170009","1","0.04","ppm","37","USEPA REGION 1 LAB","17","100.0000","44201","Ozone","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","017","Middlesex","42.62668","-71.362068"
"05/02/2020","AQS","250170009","1","0.043","ppm","40","USEPA REGION 1 LAB","17","100.0000","44201","Ozone","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","017","Middlesex","42.62668","-71.362068"
"05/03/2020","AQS","250170009","1","0.055","ppm","51","USEPA REGION 1 LAB","17","100.0000","44201","Ozone","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","017","Middlesex","42.62668","-71.362068"
"05/04/2020","AQS","250170009","1","0.041","ppm","38","USEPA REGION 1 LAB","17","100.0000","44201","Ozone","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","017","Middlesex","42.62668","-71.362068"
"05/05/2020","AQS","250170009","1","0.035","ppm","32","USEPA REGION 1 LAB","17","100.0000","44201","Ozone","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","017","Middlesex","42.62668","-71.362068"
"05/06/2020","AQS","250170009","1","0.037","ppm","34","USEPA REGION 1 LAB","15","88.0000","44201","Ozone","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","017","Middlesex","42.62668","-71.362068"
"05/07/2020","AQS","250170009","1","0.046","ppm","43","USEPA REGION 1 LAB","15","88.0000","44201","Ozone","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","017","Middlesex","42.62668","-71.362068"
"05/08/2020","AQS","250170009","1","0.044","ppm","41","USEPA REGION 1 LAB","17","100.0000","44201","Ozone","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","017","Middlesex","42.62668","-71.362068"
"05/09/2020","AQS","250170009","1","0.035","ppm","32","USEPA REGION 1 LAB","17","100.0000","44201","Ozone","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","017","Middlesex","42.62668","-71.362068"
"05/10/2020","AQS","250170009","1","0.046","ppm","43","USEPA REGION 1 LAB","17","100.0000","44201","Ozone","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","017","Middlesex","42.62668","-71.362068"
"05/11/2020","AQS","250170009","1","0.044","ppm","41","USEPA REGION 1 LAB","17","100.0000","44201","Ozone","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","017","Middlesex","42.62668","-71.362068"
"05/12/2020","AQS","250170009","1","0.042","ppm","39","USEPA REGION 1 LAB","17","100.0000","44201","Ozone","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","017","Middlesex","42.62668","-71.362068"
"05/13/2020","AQS","250170009","1","0.043","ppm","40","USEPA REGION 1 LAB","17","100.0000","44201","Ozone","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","017","Middlesex","42.62668","-71.362068"
"05/14/2020","AQS","250170009","1","0.053","ppm","49","USEPA REGION 1 LAB","17","100.0000","44201","Ozone","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","017","Middlesex","42.62668","-71.362068"
"05/15/2020","AQS","250170009","1","0.051","ppm","47","USEPA REGION 1 LAB","17","100.0000","44201","Ozone","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","017","Middlesex","42.62668","-71.362068"
"05/16/2020","AQS","250170009","1","0.04","ppm","37","USEPA REGION 1 LAB","17","100.0000","44201","Ozone","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","017","Middlesex","42.62668","-71.362068"
"05/17/2020","AQS","250170009","1","0.045","ppm","42","USEPA REGION 1 LAB","17","100.0000","44201","Ozone","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","017","Middlesex","42.62668","-71.362068"
"05/18/2020","AQS","250170009","1","0.04","ppm","37","USEPA REGION 1 LAB","17","100.0000","44201","Ozone","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","017","Middlesex","42.62668","-71.362068"
"05/19/2020","AQS","250170009","1","0.038","ppm","35","USEPA REGION 1 LAB","17","100.0000","44201","Ozone","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","017","Middlesex","42.62668","-71.362068"
"05/20/2020","AQS","250170009","1","0.043","ppm","40","USEPA REGION 1 LAB","17","100.0000","44201","Ozone","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","017","Middlesex","42.62668","-71.362068"
"05/21/2020","AQS","250170009","1","0.054","ppm","50","USEPA REGION 1 LAB","17","100.0000","44201","Ozone","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","017","Middlesex","42.62668","-71.362068"
"05/22/2020","AQS","250170009","1","0.053","ppm","49","USEPA REGION 1 LAB","17","100.0000","44201","Ozone","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","017","Middlesex","42.62668","-71.362068"
"05/23/2020","AQS","250170009","1","0.043","ppm","40","USEPA REGION 1 LAB","17","100.0000","44201","Ozone","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","017","Middlesex","42.62668","-71.362068"
"05/24/2020","AQS","250170009","1","0.037","ppm","34","USEPA REGION 1 LAB","17","100.0000","44201","Ozone","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","017","Middlesex","42.62668","-71.362068"
"05/25/2020","AQS","250170009","1","0.029","ppm","27","USEPA REGION 1 LAB","17","100.0000","44201","Ozone","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","017","Middlesex","42.62668","-71.362068"
"05/26/2020","AQS","250170009","1","0.04","ppm","37","USEPA REGION 1 LAB","17","100.0000","44201","Ozone","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","017","Middlesex","42.62668","-71.362068"
"05/27/2020","AQS","250170009","1","0.044","ppm","41","USEPA REGION 1 LAB","17","100.0000","44201","Ozone","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","017","Middlesex","42.62668","-71.362068"
"05/28/2020","AQS","250170009","1","0.022","ppm","20","USEPA REGION 1 LAB","17","100.0000","44201","Ozone","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","017","Middlesex","42.62668","-71.362068"
"05/29/2020","AQS","250170009","1","0.024","ppm","22","USEPA REGION 1 LAB","17","100.0000","44201","Ozone","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","017","Middlesex","42.62668","-71.362068"
"05/30/2020","AQS","250170009","1","0.04","ppm","37","USEPA REGION 1 LAB","17","100.0000","44201","Ozone","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","017","Middlesex","42.62668","-71.362068"
"05/31/2020","AQS","250170009","1","0.033","ppm","31","USEPA REGION 1 LAB","17","100.0000","44201","Ozone","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","017","Middlesex","42.62668","-71.362068"
"06/01/2020","AQS","250170009","1","0.035","ppm","32","USEPA REGION 1 LAB","17","100.0000","44201","Ozone","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","017","Middlesex","42.62668","-71.362068"
"06/02/2020","AQS","250170009","1","0.042","ppm","39","USEPA REGION 1 LAB","17","100.0000","44201","Ozone","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","017","Middlesex","42.62668","-71.362068"
"06/03/2020","AQS","250170009","1","0.051","ppm","47","USEPA REGION 1 LAB","17","100.0000","44201","Ozone","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","017","Middlesex","42.62668","-71.362068"
"06/04/2020","AQS","250170009","1","0.059","ppm","64","USEPA REGION 1 LAB","17","100.0000","44201","Ozone","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","017","Middlesex","42.62668","-71.362068"
"06/05/2020","AQS","250170009","1","0.047","ppm","44","USEPA REGION 1 LAB","17","100.0000","44201","Ozone","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","017","Middlesex","42.62668","-71.362068"
"06/06/2020","AQS","250170009","1","0.05","ppm","46","USEPA REGION 1 LAB","17","100.0000","44201","Ozone","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","017","Middlesex","42.62668","-71.362068"
"06/07/2020","AQS","250170009","1","0.026","ppm","24","USEPA REGION 1 LAB","17","100.0000","44201","Ozone","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","017","Middlesex","42.62668","-71.362068"
"06/08/2020","AQS","250170009","1","0.033","ppm","31","USEPA REGION 1 LAB","17","100.0000","44201","Ozone","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","017","Middlesex","42.62668","-71.362068"
"06/09/2020","AQS","250170009","1","0.037","ppm","34","USEPA REGION 1 LAB","17","100.0000","44201","Ozone","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","017","Middlesex","42.62668","-71.362068"
"06/10/2020","AQS","250170009","1","0.045","ppm","42","USEPA REGION 1 LAB","17","100.0000","44201","Ozone","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","017","Middlesex","42.62668","-71.362068"
"06/11/2020","AQS","250170009","1","0.027","ppm","25","USEPA REGION 1 LAB","17","100.0000","44201","Ozone","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","017","Middlesex","42.62668","-71.362068"
"06/12/2020","AQS","250170009","1","0.048","ppm","44","USEPA REGION 1 LAB","17","100.0000","44201","Ozone","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","017","Middlesex","42.62668","-71.362068"
"06/13/2020","AQS","250170009","1","0.033","ppm","31","USEPA REGION 1 LAB","17","100.0000","44201","Ozone","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","017","Middlesex","42.62668","-71.362068"
"06/14/2020","AQS","250170009","1","0.029","ppm","27","USEPA REGION 1 LAB","17","100.0000","44201","Ozone","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","017","Middlesex","42.62668","-71.362068"
"06/15/2020","AQS","250170009","1","0.031","ppm","29","USEPA REGION 1 LAB","17","100.0000","44201","Ozone","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","017","Middlesex","42.62668","-71.362068"
"06/16/2020","AQS","250170009","1","0.034","ppm","31","USEPA REGION 1 LAB","17","100.0000","44201","Ozone","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","017","Middlesex","42.62668","-71.362068"
"06/17/2020","AQS","250170009","1","0.062","ppm","74","USEPA REGION 1 LAB","17","100.0000","44201","Ozone","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","017","Middlesex","42.62668","-71.362068"
"06/18/2020","AQS","250170009","1","0.045","ppm","42","USEPA REGION 1 LAB","17","100.0000","44201","Ozone","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","017","Middlesex","42.62668","-71.362068"
"06/19/2020","AQS","250170009","1","0.044","ppm","41","USEPA REGION 1 LAB","17","100.0000","44201","Ozone","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","017","Middlesex","42.62668","-71.362068"
"06/20/2020","AQS","250170009","1","0.045","ppm","42","USEPA REGION 1 LAB","17","100.0000","44201","Ozone","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","017","Middlesex","42.62668","-71.362068"
"06/21/2020","AQS","250170009","1","0.048","ppm","44","USEPA REGION 1 LAB","17","100.0000","44201","Ozone","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","017","Middlesex","42.62668","-71.362068"
"06/22/2020","AQS","250170009","1","0.045","ppm","42","USEPA REGION 1 LAB","17","100.0000","44201","Ozone","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","017","Middlesex","42.62668","-71.362068"
"06/23/2020","AQS","250170009","1","0.056","ppm","54","USEPA REGION 1 LAB","17","100.0000","44201","Ozone","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","017","Middlesex","42.62668","-71.362068"
"06/24/2020","AQS","250170009","1","0.037","ppm","34","USEPA REGION 1 LAB","17","100.0000","44201","Ozone","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","017","Middlesex","42.62668","-71.362068"
"06/25/2020","AQS","250170009","1","0.047","ppm","44","USEPA REGION 1 LAB","17","100.0000","44201","Ozone","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","017","Middlesex","42.62668","-71.362068"
"06/26/2020","AQS","250170009","1","0.051","ppm","47","USEPA REGION 1 LAB","17","100.0000","44201","Ozone","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","017","Middlesex","42.62668","-71.362068"
"06/27/2020","AQS","250170009","1","0.05","ppm","46","USEPA REGION 1 LAB","17","100.0000","44201","Ozone","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","017","Middlesex","42.62668","-71.362068"
"06/28/2020","AQS","250170009","1","0.042","ppm","39","USEPA REGION 1 LAB","17","100.0000","44201","Ozone","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","017","Middlesex","42.62668","-71.362068"
"06/29/2020","AQS","250170009","1","0.036","ppm","33","USEPA REGION 1 LAB","17","100.0000","44201","Ozone","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","017","Middlesex","42.62668","-71.362068"
"06/30/2020","AirNow","250170009","1","0.035","ppm","32","USEPA REGION 1 LAB","21","88.0000","44201","Ozone","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","017","Middlesex","42.62668","-71.362068"
"07/01/2020","AirNow","250170009","1","0.034","ppm","31","USEPA REGION 1 LAB","24","100.0000","44201","Ozone","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","017","Middlesex","42.62668","-71.362068"
"07/03/2020","AirNow","250170009","1","0.03","ppm","28","USEPA REGION 1 LAB","24","100.0000","44201","Ozone","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","017","Middlesex","42.62668","-71.362068"
"07/04/2020","AirNow","250170009","1","0.037","ppm","34","USEPA REGION 1 LAB","24","100.0000","44201","Ozone","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","017","Middlesex","42.62668","-71.362068"
"07/05/2020","AirNow","250170009","1","0.047","ppm","44","USEPA REGION 1 LAB","24","100.0000","44201","Ozone","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","017","Middlesex","42.62668","-71.362068"
"07/06/2020","AirNow","250170009","1","0.035","ppm","32","USEPA REGION 1 LAB","24","100.0000","44201","Ozone","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","017","Middlesex","42.62668","-71.362068"
"07/07/2020","AirNow","250170009","1","0.041","ppm","38","USEPA REGION 1 LAB","24","100.0000","44201","Ozone","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","017","Middlesex","42.62668","-71.362068"
"07/08/2020","AirNow","250170009","1","0.047","ppm","44","USEPA REGION 1 LAB","24","100.0000","44201","Ozone","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","017","Middlesex","42.62668","-71.362068"
"07/09/2020","AirNow","250170009","1","0.058","ppm","61","USEPA REGION 1 LAB","24","100.0000","44201","Ozone","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","017","Middlesex","42.62668","-71.362068"
"07/10/2020","AirNow","250170009","1","0.028","ppm","26","USEPA REGION 1 LAB","24","100.0000","44201","Ozone","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","017","Middlesex","42.62668","-71.362068"
"07/11/2020","AirNow","250170009","1","0.034","ppm","31","USEPA REGION 1 LAB","24","100.0000","44201","Ozone","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","017","Middlesex","42.62668","-71.362068"
"07/12/2020","AirNow","250170009","1","0.038","ppm","35","USEPA REGION 1 LAB","24","100.0000","44201","Ozone","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","017","Middlesex","42.62668","-71.362068"
"07/13/2020","AirNow","250170009","1","0.044","ppm","41","USEPA REGION 1 LAB","24","100.0000","44201","Ozone","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","017","Middlesex","42.62668","-71.362068"
"07/14/2020","AirNow","250170009","1","0.044","ppm","41","USEPA REGION 1 LAB","24","100.0000","44201","Ozone","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","017","Middlesex","42.62668","-71.362068"
"07/15/2020","AirNow","250170009","1","0.024","ppm","22","USEPA REGION 1 LAB","24","100.0000","44201","Ozone","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","017","Middlesex","42.62668","-71.362068"
"07/16/2020","AirNow","250170009","1","0.033","ppm","31","USEPA REGION 1 LAB","24","100.0000","44201","Ozone","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","017","Middlesex","42.62668","-71.362068"
"07/17/2020","AirNow","250170009","1","0.02","ppm","19","USEPA REGION 1 LAB","24","100.0000","44201","Ozone","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","017","Middlesex","42.62668","-71.362068"
"07/18/2020","AirNow","250170009","1","0.04","ppm","37","USEPA REGION 1 LAB","24","100.0000","44201","Ozone","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","017","Middlesex","42.62668","-71.362068"
"07/19/2020","AirNow","250170009","1","0.067","ppm","90","USEPA REGION 1 LAB","24","100.0000","44201","Ozone","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","017","Middlesex","42.62668","-71.362068"
"07/20/2020","AirNow","250170009","1","0.046","ppm","43","USEPA REGION 1 LAB","24","100.0000","44201","Ozone","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","017","Middlesex","42.62668","-71.362068"
"07/21/2020","AirNow","250170009","1","0.039","ppm","36","USEPA REGION 1 LAB","24","100.0000","44201","Ozone","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","017","Middlesex","42.62668","-71.362068"
"07/22/2020","AirNow","250170009","1","0.036","ppm","33","USEPA REGION 1 LAB","24","100.0000","44201","Ozone","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","017","Middlesex","42.62668","-71.362068"
"07/23/2020","AirNow","250170009","1","0.035","ppm","32","USEPA REGION 1 LAB","24","100.0000","44201","Ozone","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","017","Middlesex","42.62668","-71.362068"
"07/25/2020","AirNow","250170009","1","0.034","ppm","31","USEPA REGION 1 LAB","24","100.0000","44201","Ozone","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","017","Middlesex","42.62668","-71.362068"
"07/26/2020","AirNow","250170009","1","0.047","ppm","44","USEPA REGION 1 LAB","24","100.0000","44201","Ozone","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","017","Middlesex","42.62668","-71.362068"
"07/27/2020","AirNow","250170009","1","0.048","ppm","44","USEPA REGION 1 LAB","24","100.0000","44201","Ozone","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","017","Middlesex","42.62668","-71.362068"
"07/28/2020","AirNow","250170009","1","0.045","ppm","42","USEPA REGION 1 LAB","24","100.0000","44201","Ozone","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","017","Middlesex","42.62668","-71.362068"
"07/29/2020","AirNow","250170009","1","0.051","ppm","47","USEPA REGION 1 LAB","24","100.0000","44201","Ozone","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","017","Middlesex","42.62668","-71.362068"
"07/30/2020","AirNow","250170009","1","0.047","ppm","44","USEPA REGION 1 LAB","24","100.0000","44201","Ozone","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","017","Middlesex","42.62668","-71.362068"
"07/31/2020","AirNow","250170009","1","0.048","ppm","44","USEPA REGION 1 LAB","24","100.0000","44201","Ozone","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","017","Middlesex","42.62668","-71.362068"
"08/01/2020","AirNow","250170009","1","0.038","ppm","35","USEPA REGION 1 LAB","24","100.0000","44201","Ozone","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","017","Middlesex","42.62668","-71.362068"
"08/02/2020","AirNow","250170009","1","0.033","ppm","31","USEPA REGION 1 LAB","24","100.0000","44201","Ozone","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","017","Middlesex","42.62668","-71.362068"
"08/03/2020","AirNow","250170009","1","0.039","ppm","36","USEPA REGION 1 LAB","24","100.0000","44201","Ozone","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","017","Middlesex","42.62668","-71.362068"
"08/04/2020","AirNow","250170009","1","0.028","ppm","26","USEPA REGION 1 LAB","24","100.0000","44201","Ozone","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","017","Middlesex","42.62668","-71.362068"
"08/05/2020","AirNow","250170009","1","0.049","ppm","45","USEPA REGION 1 LAB","24","100.0000","44201","Ozone","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","017","Middlesex","42.62668","-71.362068"
"08/06/2020","AirNow","250170009","1","0.041","ppm","38","USEPA REGION 1 LAB","24","100.0000","44201","Ozone","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","017","Middlesex","42.62668","-71.362068"
"08/07/2020","AirNow","250170009","1","0.04","ppm","37","USEPA REGION 1 LAB","24","100.0000","44201","Ozone","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","017","Middlesex","42.62668","-71.362068"
"08/08/2020","AirNow","250170009","1","0.05","ppm","46","USEPA REGION 1 LAB","24","100.0000","44201","Ozone","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","017","Middlesex","42.62668","-71.362068"
"08/09/2020","AirNow","250170009","1","0.055","ppm","51","USEPA REGION 1 LAB","24","100.0000","44201","Ozone","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","017","Middlesex","42.62668","-71.362068"
"08/10/2020","AirNow","250170009","1","0.052","ppm","48","USEPA REGION 1 LAB","24","100.0000","44201","Ozone","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","017","Middlesex","42.62668","-71.362068"
"08/11/2020","AirNow","250170009","1","0.068","ppm","93","USEPA REGION 1 LAB","24","100.0000","44201","Ozone","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","017","Middlesex","42.62668","-71.362068"
"08/12/2020","AirNow","250170009","1","0.046","ppm","43","USEPA REGION 1 LAB","24","100.0000","44201","Ozone","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","017","Middlesex","42.62668","-71.362068"
"08/13/2020","AirNow","250170009","1","0.047","ppm","44","USEPA REGION 1 LAB","24","100.0000","44201","Ozone","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","017","Middlesex","42.62668","-71.362068"
"08/15/2020","AirNow","250170009","1","0.024","ppm","22","USEPA REGION 1 LAB","24","100.0000","44201","Ozone","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","017","Middlesex","42.62668","-71.362068"
"08/16/2020","AirNow","250170009","1","0.022","ppm","20","USEPA REGION 1 LAB","24","100.0000","44201","Ozone","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","017","Middlesex","42.62668","-71.362068"
"08/17/2020","AirNow","250170009","1","0.039","ppm","36","USEPA REGION 1 LAB","24","100.0000","44201","Ozone","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","017","Middlesex","42.62668","-71.362068"
"08/18/2020","AirNow","250170009","1","0.038","ppm","35","USEPA REGION 1 LAB","24","100.0000","44201","Ozone","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","017","Middlesex","42.62668","-71.362068"
"08/19/2020","AirNow","250170009","1","0.029","ppm","27","USEPA REGION 1 LAB","24","100.0000","44201","Ozone","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","017","Middlesex","42.62668","-71.362068"
"08/20/2020","AirNow","250170009","1","0.025","ppm","23","USEPA REGION 1 LAB","24","100.0000","44201","Ozone","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","017","Middlesex","42.62668","-71.362068"
