"Date","Source","Site ID","POC","Daily Max 1-hour SO2 Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"01/30/2020","AQS","250250002","1","0.8","ppb","0","BOSTON KENMORE SQ","24","100.0000","42401","Sulfur dioxide","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3488727124916","-71.0971627875593"
"01/31/2020","AQS","250250002","1","1","ppb","1","BOSTON KENMORE SQ","21","88.0000","42401","Sulfur dioxide","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3488727124916","-71.0971627875593"
"02/01/2020","AQS","250250002","1","0.8","ppb","0","BOSTON KENMORE SQ","24","100.0000","42401","Sulfur dioxide","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3488727124916","-71.0971627875593"
"02/02/2020","AQS","250250002","1","0.6","ppb","0","BOSTON KENMORE SQ","24","100.0000","42401","Sulfur dioxide","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3488727124916","-71.0971627875593"
"02/03/2020","AQS","250250002","1","0.9","ppb","0","BOSTON KENMORE SQ","21","88.0000","42401","Sulfur dioxide","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3488727124916","-71.0971627875593"
"02/04/2020","AQS","250250002","1","2.8","ppb","3","BOSTON KENMORE SQ","23","96.0000","42401","Sulfur dioxide","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3488727124916","-71.0971627875593"
"02/05/2020","AQS","250250002","1","1.5","ppb","1","BOSTON KENMORE SQ","24","100.0000","42401","Sulfur dioxide","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3488727124916","-71.0971627875593"
"02/06/2020","AQS","250250002","1","1","ppb","1","BOSTON KENMORE SQ","21","88.0000","42401","Sulfur dioxide","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3488727124916","-71.0971627875593"
"02/07/2020","AQS","250250002","1","1.8","ppb","1","BOSTON KENMORE SQ","24","100.0000","42401","Sulfur dioxide","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3488727124916","-71.0971627875593"
"02/08/2020","AQS","250250002","1","0.5","ppb","0","BOSTON KENMORE SQ","24","100.0000","42401","Sulfur dioxide","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3488727124916","-71.0971627875593"
"02/09/2020","AQS","250250002","1","0.9","ppb","0","BOSTON KENMORE SQ","21","88.0000","42401","Sulfur dioxide","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3488727124916","-71.0971627875593"
"02/10/2020","AQS","250250002","1","0.7","ppb","0","BOSTON KENMORE SQ","24","100.0000","42401","Sulfur dioxide","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3488727124916","-71.0971627875593"
"02/11/2020","AQS","250250002","1","1.2","ppb","1","BOSTON KENMORE SQ","24","100.0000","42401","Sulfur dioxide","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3488727124916","-71.0971627875593"
"02/12/2020","AQS","250250002","1","0.7","ppb","0","BOSTON KENMORE SQ","21","88.0000","42401","Sulfur dioxide","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3488727124916","-71.0971627875593"
"02/13/2020","AQS","250250002","1","2.1","ppb","3","BOSTON KENMORE SQ","24","100.0000","42401","Sulfur dioxide","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3488727124916","-71.0971627875593"
"02/15/2020","AQS","250250002","1","0.2","ppb","0","BOSTON KENMORE SQ","21","88.0000","42401","Sulfur dioxide","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3488727124916","-71.0971627875593"
"02/16/2020","AQS","250250002","1","0.3","ppb","0","BOSTON KENMORE SQ","24","100.0000","42401","Sulfur dioxide","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3488727124916","-71.0971627875593"
"02/17/2020","AQS","250250002","1","0.2","ppb","0","BOSTON KENMORE SQ","24","100.0000","42401","Sulfur dioxide","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3488727124916","-71.0971627875593"
"02/18/2020","AQS","250250002","1","0.1","ppb","0","BOSTON KENMORE SQ","21","88.0000","42401","Sulfur dioxide","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3488727124916","-71.0971627875593"
"02/19/2020","AQS","250250002","1","0.3","ppb","0","BOSTON KENMORE SQ","24","100.0000","42401","Sulfur dioxide","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3488727124916","-71.0971627875593"
"02/20/2020","AQS","250250002","1","0.2","ppb","0","BOSTON KENMORE SQ","24","100.0000","42401","Sulfur dioxide","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3488727124916","-71.0971627875593"
"02/21/2020","AQS","250250002","1","0.4","ppb","0","BOSTON KENMORE SQ","21","88.0000","42401","Sulfur dioxide","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3488727124916","-71.0971627875593"
"02/22/2020","AQS","250250002","1","0.2","ppb","0","BOSTON KENMORE SQ","24","100.0000","42401","Sulfur dioxide","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3488727124916","-71.0971627875593"
"02/23/2020","AQS","250250002","1","0.5","ppb","0","BOSTON KENMORE SQ","24","100.0000","42401","Sulfur dioxide","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3488727124916","-71.0971627875593"
"02/24/2020","AQS","250250002","1","0.8","ppb","0","BOSTON KENMORE SQ","21","88.0000","42401","Sulfur dioxide","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3488727124916","-71.0971627875593"
"02/25/2020","AQS","250250002","1","0.6","ppb","0","BOSTON KENMORE SQ","24","100.0000","42401","Sulfur dioxide","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3488727124916","-71.0971627875593"
"02/26/2020","AQS","250250002","1","0.4","ppb","0","BOSTON KENMORE SQ","24","100.0000","42401","Sulfur dioxide","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3488727124916","-71.0971627875593"
"02/27/2020","AQS","250250002","1","0.5","ppb","0","BOSTON KENMORE SQ","21","88.0000","42401","Sulfur dioxide","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3488727124916","-71.0971627875593"
"02/28/2020","AQS","250250002","1","0.4","ppb","0","BOSTON KENMORE SQ","24","100.0000","42401","Sulfur dioxide","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3488727124916","-71.0971627875593"
"02/29/2020","AQS","250250002","1","0.3","ppb","0","BOSTON KENMORE SQ","24","100.0000","42401","Sulfur dioxide","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3488727124916","-71.0971627875593"
"03/01/2020","AQS","250250002","1","0","ppb","0","BOSTON KENMORE SQ","21","88.0000","42401","Sulfur dioxide","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3488727124916","-71.0971627875593"
"03/02/2020","AQS","250250002","1","1","ppb","1","BOSTON KENMORE SQ","24","100.0000","42401","Sulfur dioxide","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3488727124916","-71.0971627875593"
"03/03/2020","AQS","250250002","1","0.4","ppb","0","BOSTON KENMORE SQ","23","96.0000","42401","Sulfur dioxide","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3488727124916","-71.0971627875593"
"03/04/2020","AQS","250250002","1","0.3","ppb","0","BOSTON KENMORE SQ","21","88.0000","42401","Sulfur dioxide","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3488727124916","-71.0971627875593"
"03/05/2020","AQS","250250002","1","0.4","ppb","0","BOSTON KENMORE SQ","24","100.0000","42401","Sulfur dioxide","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3488727124916","-71.0971627875593"
"03/06/2020","AQS","250250002","1","2","ppb","3","BOSTON KENMORE SQ","24","100.0000","42401","Sulfur dioxide","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3488727124916","-71.0971627875593"
"03/07/2020","AQS","250250002","1","0.1","ppb","0","BOSTON KENMORE SQ","21","88.0000","42401","Sulfur dioxide","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3488727124916","-71.0971627875593"
"03/08/2020","AQS","250250002","1","0.3","ppb","0","BOSTON KENMORE SQ","24","100.0000","42401","Sulfur dioxide","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3488727124916","-71.0971627875593"
"03/09/2020","AQS","250250002","1","0.6","ppb","0","BOSTON KENMORE SQ","24","100.0000","42401","Sulfur dioxide","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3488727124916","-71.0971627875593"
"03/10/2020","AQS","250250002","1","1.1","ppb","1","BOSTON KENMORE SQ","21","88.0000","42401","Sulfur dioxide","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3488727124916","-71.0971627875593"
"03/11/2020","AQS","250250002","1","0.2","ppb","0","BOSTON KENMORE SQ","24","100.0000","42401","Sulfur dioxide","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3488727124916","-71.0971627875593"
"03/12/2020","AQS","250250002","1","0.3","ppb","0","BOSTON KENMORE SQ","24","100.0000","42401","Sulfur dioxide","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3488727124916","-71.0971627875593"
"03/13/2020","AQS","250250002","1","0.4","ppb","0","BOSTON KENMORE SQ","21","88.0000","42401","Sulfur dioxide","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3488727124916","-71.0971627875593"
"03/14/2020","AQS","250250002","1","0.1","ppb","0","BOSTON KENMORE SQ","24","100.0000","42401","Sulfur dioxide","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3488727124916","-71.0971627875593"
"03/15/2020","AQS","250250002","1","0.1","ppb","0","BOSTON KENMORE SQ","24","100.0000","42401","Sulfur dioxide","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3488727124916","-71.0971627875593"
"03/16/2020","AQS","250250002","1","0.2","ppb","0","BOSTON KENMORE SQ","21","88.0000","42401","Sulfur dioxide","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3488727124916","-71.0971627875593"
"03/17/2020","AQS","250250002","1","0.2","ppb","0","BOSTON KENMORE SQ","24","100.0000","42401","Sulfur dioxide","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3488727124916","-71.0971627875593"
"03/18/2020","AQS","250250002","1","0.2","ppb","0","BOSTON KENMORE SQ","24","100.0000","42401","Sulfur dioxide","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3488727124916","-71.0971627875593"
"03/19/2020","AQS","250250002","1","0.1","ppb","0","BOSTON KENMORE SQ","21","88.0000","42401","Sulfur dioxide","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3488727124916","-71.0971627875593"
"03/20/2020","AQS","250250002","1","0.3","ppb","0","BOSTON KENMORE SQ","24","100.0000","42401","Sulfur dioxide","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3488727124916","-71.0971627875593"
"03/21/2020","AQS","250250002","1","0","ppb","0","BOSTON KENMORE SQ","24","100.0000","42401","Sulfur dioxide","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3488727124916","-71.0971627875593"
"03/22/2020","AQS","250250002","1","0","ppb","0","BOSTON KENMORE SQ","21","88.0000","42401","Sulfur dioxide","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3488727124916","-71.0971627875593"
"03/23/2020","AQS","250250002","1","0","ppb","0","BOSTON KENMORE SQ","24","100.0000","42401","Sulfur dioxide","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3488727124916","-71.0971627875593"
"03/24/2020","AQS","250250002","1","0","ppb","0","BOSTON KENMORE SQ","24","100.0000","42401","Sulfur dioxide","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3488727124916","-71.0971627875593"
"03/25/2020","AQS","250250002","1","0","ppb","0","BOSTON KENMORE SQ","21","88.0000","42401","Sulfur dioxide","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3488727124916","-71.0971627875593"
"03/26/2020","AQS","250250002","1","0.2","ppb","0","BOSTON KENMORE SQ","24","100.0000","42401","Sulfur dioxide","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3488727124916","-71.0971627875593"
"03/27/2020","AQS","250250002","1","0.2","ppb","0","BOSTON KENMORE SQ","24","100.0000","42401","Sulfur dioxide","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3488727124916","-71.0971627875593"
"03/28/2020","AQS","250250002","1","0.2","ppb","0","BOSTON KENMORE SQ","21","88.0000","42401","Sulfur dioxide","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3488727124916","-71.0971627875593"
"03/29/2020","AQS","250250002","1","0.1","ppb","0","BOSTON KENMORE SQ","24","100.0000","42401","Sulfur dioxide","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3488727124916","-71.0971627875593"
"03/30/2020","AQS","250250002","1","0.1","ppb","0","BOSTON KENMORE SQ","24","100.0000","42401","Sulfur dioxide","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3488727124916","-71.0971627875593"
"03/31/2020","AQS","250250002","1","0.1","ppb","0","BOSTON KENMORE SQ","21","88.0000","42401","Sulfur dioxide","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3488727124916","-71.0971627875593"
"04/01/2020","AQS","250250002","1","0.2","ppb","0","BOSTON KENMORE SQ","22","92.0000","42401","Sulfur dioxide","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3488727124916","-71.0971627875593"
"04/02/2020","AQS","250250002","1","0.2","ppb","0","BOSTON KENMORE SQ","24","100.0000","42401","Sulfur dioxide","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3488727124916","-71.0971627875593"
"04/03/2020","AQS","250250002","1","0.3","ppb","0","BOSTON KENMORE SQ","21","88.0000","42401","Sulfur dioxide","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3488727124916","-71.0971627875593"
"04/04/2020","AQS","250250002","1","0.1","ppb","0","BOSTON KENMORE SQ","24","100.0000","42401","Sulfur dioxide","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3488727124916","-71.0971627875593"
"04/05/2020","AQS","250250002","1","0.1","ppb","0","BOSTON KENMORE SQ","24","100.0000","42401","Sulfur dioxide","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3488727124916","-71.0971627875593"
"04/06/2020","AQS","250250002","1","0.2","ppb","0","BOSTON KENMORE SQ","21","88.0000","42401","Sulfur dioxide","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3488727124916","-71.0971627875593"
"04/07/2020","AQS","250250002","1","0.5","ppb","0","BOSTON KENMORE SQ","24","100.0000","42401","Sulfur dioxide","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3488727124916","-71.0971627875593"
"04/08/2020","AQS","250250002","1","0.4","ppb","0","BOSTON KENMORE SQ","24","100.0000","42401","Sulfur dioxide","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3488727124916","-71.0971627875593"
"04/09/2020","AQS","250250002","1","0.4","ppb","0","BOSTON KENMORE SQ","21","88.0000","42401","Sulfur dioxide","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3488727124916","-71.0971627875593"
"04/10/2020","AQS","250250002","1","0.3","ppb","0","BOSTON KENMORE SQ","24","100.0000","42401","Sulfur dioxide","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3488727124916","-71.0971627875593"
"04/11/2020","AQS","250250002","1","0.2","ppb","0","BOSTON KENMORE SQ","24","100.0000","42401","Sulfur dioxide","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3488727124916","-71.0971627875593"
"04/12/2020","AQS","250250002","1","0.1","ppb","0","BOSTON KENMORE SQ","21","88.0000","42401","Sulfur dioxide","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3488727124916","-71.0971627875593"
"04/13/2020","AQS","250250002","1","0.2","ppb","0","BOSTON KENMORE SQ","24","100.0000","42401","Sulfur dioxide","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3488727124916","-71.0971627875593"
"04/14/2020","AQS","250250002","1","0.2","ppb","0","BOSTON KENMORE SQ","24","100.0000","42401","Sulfur dioxide","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3488727124916","-71.0971627875593"
"04/15/2020","AQS","250250002","1","0.2","ppb","0","BOSTON KENMORE SQ","21","88.0000","42401","Sulfur dioxide","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3488727124916","-71.0971627875593"
"04/16/2020","AQS","250250002","1","0.1","ppb","0","BOSTON KENMORE SQ","24","100.0000","42401","Sulfur dioxide","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3488727124916","-71.0971627875593"
"04/17/2020","AQS","250250002","1","0.1","ppb","0","BOSTON KENMORE SQ","24","100.0000","42401","Sulfur dioxide","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3488727124916","-71.0971627875593"
"04/18/2020","AQS","250250002","1","0.2","ppb","0","BOSTON KENMORE SQ","21","88.0000","42401","Sulfur dioxide","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3488727124916","-71.0971627875593"
"04/19/2020","AQS","250250002","1","0.4","ppb","0","BOSTON KENMORE SQ","24","100.0000","42401","Sulfur dioxide","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3488727124916","-71.0971627875593"
"04/20/2020","AQS","250250002","1","0.3","ppb","0","BOSTON KENMORE SQ","24","100.0000","42401","Sulfur dioxide","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3488727124916","-71.0971627875593"
"04/21/2020","AQS","250250002","1","0.5","ppb","0","BOSTON KENMORE SQ","21","88.0000","42401","Sulfur dioxide","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3488727124916","-71.0971627875593"
"04/22/2020","AQS","250250002","1","0.4","ppb","0","BOSTON KENMORE SQ","24","100.0000","42401","Sulfur dioxide","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3488727124916","-71.0971627875593"
"04/23/2020","AQS","250250002","1","0.3","ppb","0","BOSTON KENMORE SQ","24","100.0000","42401","Sulfur dioxide","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3488727124916","-71.0971627875593"
"04/24/2020","AQS","250250002","1","0.3","ppb","0","BOSTON KENMORE SQ","21","88.0000","42401","Sulfur dioxide","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3488727124916","-71.0971627875593"
"04/25/2020","AQS","250250002","1","0.4","ppb","0","BOSTON KENMORE SQ","24","100.0000","42401","Sulfur dioxide","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3488727124916","-71.0971627875593"
"04/26/2020","AQS","250250002","1","0.1","ppb","0","BOSTON KENMORE SQ","24","100.0000","42401","Sulfur dioxide","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3488727124916","-71.0971627875593"
"04/27/2020","AQS","250250002","1","0.2","ppb","0","BOSTON KENMORE SQ","24","100.0000","42401","Sulfur dioxide","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3488727124916","-71.0971627875593"
"04/28/2020","AQS","250250002","1","0.2","ppb","0","BOSTON KENMORE SQ","24","100.0000","42401","Sulfur dioxide","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3488727124916","-71.0971627875593"
"04/29/2020","AQS","250250002","1","0.3","ppb","0","BOSTON KENMORE SQ","21","88.0000","42401","Sulfur dioxide","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3488727124916","-71.0971627875593"
"04/30/2020","AQS","250250002","1","0.1","ppb","0","BOSTON KENMORE SQ","21","88.0000","42401","Sulfur dioxide","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3488727124916","-71.0971627875593"
"05/01/2020","AQS","250250002","1","0.3","ppb","0","BOSTON KENMORE SQ","24","100.0000","42401","Sulfur dioxide","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3488727124916","-71.0971627875593"
"05/02/2020","AQS","250250002","1","0.3","ppb","0","BOSTON KENMORE SQ","24","100.0000","42401","Sulfur dioxide","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3488727124916","-71.0971627875593"
"05/03/2020","AQS","250250002","1","0.4","ppb","0","BOSTON KENMORE SQ","21","88.0000","42401","Sulfur dioxide","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3488727124916","-71.0971627875593"
"05/04/2020","AQS","250250002","1","0.4","ppb","0","BOSTON KENMORE SQ","24","100.0000","42401","Sulfur dioxide","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3488727124916","-71.0971627875593"
"05/05/2020","AQS","250250002","1","0.3","ppb","0","BOSTON KENMORE SQ","20","83.0000","42401","Sulfur dioxide","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3488727124916","-71.0971627875593"
"05/06/2020","AQS","250250002","1","0.4","ppb","0","BOSTON KENMORE SQ","21","88.0000","42401","Sulfur dioxide","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3488727124916","-71.0971627875593"
"05/07/2020","AQS","250250002","1","0.3","ppb","0","BOSTON KENMORE SQ","24","100.0000","42401","Sulfur dioxide","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3488727124916","-71.0971627875593"
"05/08/2020","AQS","250250002","1","0.3","ppb","0","BOSTON KENMORE SQ","24","100.0000","42401","Sulfur dioxide","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3488727124916","-71.0971627875593"
"05/09/2020","AQS","250250002","1","0.3","ppb","0","BOSTON KENMORE SQ","21","88.0000","42401","Sulfur dioxide","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3488727124916","-71.0971627875593"
"05/10/2020","AQS","250250002","1","0.2","ppb","0","BOSTON KENMORE SQ","24","100.0000","42401","Sulfur dioxide","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3488727124916","-71.0971627875593"
"05/11/2020","AQS","250250002","1","0.5","ppb","0","BOSTON KENMORE SQ","24","100.0000","42401","Sulfur dioxide","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3488727124916","-71.0971627875593"
"05/12/2020","AQS","250250002","1","0.2","ppb","0","BOSTON KENMORE SQ","21","88.0000","42401","Sulfur dioxide","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3488727124916","-71.0971627875593"
"05/13/2020","AQS","250250002","1","0.2","ppb","0","BOSTON KENMORE SQ","22","92.0000","42401","Sulfur dioxide","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3488727124916","-71.0971627875593"
"05/15/2020","AQS","250250002","1","0.5","ppb","0","BOSTON KENMORE SQ","21","88.0000","42401","Sulfur dioxide","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3488727124916","-71.0971627875593"
"05/16/2020","AQS","250250002","1","0.3","ppb","0","BOSTON KENMORE SQ","24","100.0000","42401","Sulfur dioxide","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3488727124916","-71.0971627875593"
"05/17/2020","AQS","250250002","1","0.2","ppb","0","BOSTON KENMORE SQ","24","100.0000","42401","Sulfur dioxide","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3488727124916","-71.0971627875593"
"05/18/2020","AQS","250250002","1","0.4","ppb","0","BOSTON KENMORE SQ","21","88.0000","42401","Sulfur dioxide","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3488727124916","-71.0971627875593"
"05/19/2020","AQS","250250002","1","0.2","ppb","0","BOSTON KENMORE SQ","24","100.0000","42401","Sulfur dioxide","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3488727124916","-71.0971627875593"
"05/20/2020","AQS","250250002","1","0.2","ppb","0","BOSTON KENMORE SQ","24","100.0000","42401","Sulfur dioxide","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3488727124916","-71.0971627875593"
"05/21/2020","AQS","250250002","1","0.3","ppb","0","BOSTON KENMORE SQ","21","88.0000","42401","Sulfur dioxide","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3488727124916","-71.0971627875593"
"05/22/2020","AQS","250250002","1","0.3","ppb","0","BOSTON KENMORE SQ","24","100.0000","42401","Sulfur dioxide","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3488727124916","-71.0971627875593"
"05/23/2020","AQS","250250002","1","0.3","ppb","0","BOSTON KENMORE SQ","24","100.0000","42401","Sulfur dioxide","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3488727124916","-71.0971627875593"
"05/24/2020","AQS","250250002","1","0.2","ppb","0","BOSTON KENMORE SQ","21","88.0000","42401","Sulfur dioxide","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3488727124916","-71.0971627875593"
"05/25/2020","AQS","250250002","1","0.2","ppb","0","BOSTON KENMORE SQ","24","100.0000","42401","Sulfur dioxide","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3488727124916","-71.0971627875593"
